Date,ADSK,ORCL,PTC,CDNS,FICO,CRM,SNPS,INTU,TYL,ADBE,ANSS,ANET,CSCO,MSI,FFIV,JNPR,APH,GLW,TDY,ROP,TRMB,KEYS,ZBRA,TEL,JBL,IT,CTSH,EPAM,ACN,IBM,VRSN,AKAM,TER,KLAC,LRCX,AMAT,ENPH,QCOM,AVGO,SWKS,FSLR,QRVO,TXN,AMD,ADI,INTC,ON,NXPI,NVDA,MCHP,MU,MPWR,GEN,FTNT,NOW,MSFT,PANW,CDW,NTAP,STX,HPQ,WDC,AAPL,HPE
2020-01-02,187.8300018310547,50.55423355102539,76.37000274658203,71.44000244140625,382.9200134277344,166.99000549316406,142.8699951171875,259.2261047363281,306.239990234375,334.42999267578125,259.5899963378906,51.18000030517578,43.0967903137207,152.67034912109375,140.75999450683594,21.893495559692383,52.45029830932617,26.578086853027344,357.489990234375,357.0120544433594,41.939998626708984,104.19000244140625,259.1400146484375,90.07096099853516,40.972412109375,156.0399932861328,58.38273620605469,216.30999755859375,198.40252685546875,106.30677032470703,196.72999572753906,87.63999938964844,68.51078796386719,172.89797973632812,282.8792419433594,59.82452392578125,29.34000015258789,80.94996643066406,283.63140869140625,112.91959381103516,57.2400016784668,115.95999908447266,115.95341491699219,49.099998474121094,111.77688598632812,54.38521194458008,25.059999465942383,120.45304107666016,59.744041442871094,50.6185188293457,54.52550506591797,174.7480010986328,13.730175018310547,21.93600082397461,291.239990234375,154.77955627441406,78.47000122070312,137.36370849609375,55.90291213989258,51.15618133544922,18.25743865966797,64.77154541015625,73.15264129638672,14.081445693969727
2020-01-03,184.9499969482422,50.37619400024414,75.43000030517578,70.41999816894531,381.9200134277344,166.1699981689453,141.75999450683594,257.4924011230469,306.6700134277344,331.80999755859375,256.9700012207031,50.212501525878906,42.39365005493164,155.2678985595703,140.0,21.5656681060791,51.902889251708984,26.23245620727539,360.04998779296875,354.9199523925781,41.5099983215332,101.87999725341797,256.04998779296875,89.00702667236328,40.46476745605469,155.97999572753906,57.8547248840332,217.39999389648438,198.07212829589844,105.4589614868164,200.8800048828125,87.23999786376953,67.0851058959961,169.59288024902344,279.84051513671875,58.87232971191406,29.290000915527344,79.42568969726562,276.4171447753906,110.11677551269531,57.02000045776367,112.33999633789062,114.41417694091797,48.599998474121094,109.80921936035156,53.723716735839844,24.690000534057617,119.29106140136719,58.78779220581055,49.50829315185547,53.67892074584961,171.58334350585938,13.62992000579834,22.242000579833984,291.1000061035156,152.8522491455078,78.9433364868164,135.71205139160156,54.94997024536133,49.8117561340332,18.02910614013672,63.77459716796875,72.44145202636719,13.733111381530762
2020-01-06,187.1199951171875,50.63856887817383,76.2699966430664,70.8499984741211,384.0,173.4499969482422,141.97999572753906,259.46954345703125,310.2099914550781,333.7099914550781,254.58999633789062,50.71500015258789,42.544952392578125,157.66709899902344,138.25,21.5213680267334,51.63399887084961,26.303356170654297,358.6300048828125,351.5762634277344,41.310001373291016,100.13999938964844,258.010009765625,88.39106750488281,39.95712661743164,158.86000061035156,57.279571533203125,214.1999969482422,196.7786865234375,105.27054595947266,202.74000549316406,87.55000305175781,65.62995910644531,165.7763671875,274.6176452636719,57.60273742675781,29.65999984741211,78.960205078125,276.00372314453125,108.17710876464844,55.83000183105469,111.63999938964844,113.61772155761719,48.38999938964844,108.51908111572266,53.57176208496094,24.06999969482422,118.44767761230469,59.03430938720703,48.797950744628906,52.73390579223633,169.82623291015625,13.925415992736816,22.399999618530273,292.8699951171875,153.24732971191406,80.086669921875,134.69052124023438,54.81637954711914,49.2198600769043,18.099361419677734,62.550628662109375,73.0186996459961,13.689568519592285
2020-01-07,187.5,50.751014709472656,75.91999816894531,71.06999969482422,388.489990234375,176.0,142.9600067138672,259.5279846191406,311.2699890136719,333.3900146484375,256.6700134277344,51.212501525878906,42.2690315246582,156.53359985351562,136.99000549316406,21.432762145996094,51.91249084472656,26.49832534790039,361.0899963378906,353.36541748046875,41.150001525878906,100.77999877929688,256.4700012207031,90.22028350830078,40.259761810302734,156.5800018310547,56.874141693115234,215.61000061035156,192.5302276611328,105.34119415283203,203.2100067138672,90.19999694824219,67.07527923583984,167.0927276611328,281.3124084472656,59.26667785644531,29.989999771118164,81.20551300048828,275.0535888671875,109.20726776123047,56.66999816894531,111.2300033569336,115.81025695800781,48.25,110.98796081542969,52.6778564453125,24.65999984741211,119.9844970703125,59.749019622802734,52.07216262817383,57.36054611206055,171.40855407714844,14.115381240844727,22.378000259399414,292.9100036621094,151.85011291503906,80.54666900634766,134.53778076171875,55.17262268066406,49.8117561340332,18.143272399902344,66.78516387939453,72.67527770996094,13.619901657104492
2020-01-08,189.9499969482422,50.948673248291016,76.9800033569336,72.27999877929688,391.3299865722656,177.3300018310547,145.86000061035156,265.7710266113281,310.989990234375,337.8699951171875,257.7300109863281,51.744998931884766,42.29573440551758,156.6941680908203,136.44000244140625,21.361886978149414,52.03733444213867,26.622400283813477,361.54998779296875,357.2257385253906,41.31999969482422,101.06999969482422,247.63999938964844,91.153564453125,40.328094482421875,158.64999389648438,57.26071548461914,221.3800048828125,192.9078369140625,106.22041320800781,204.14999389648438,91.4000015258789,67.15394592285156,167.31053161621094,284.85443115234375,59.228206634521484,31.0,80.96820068359375,271.6224670410156,110.94277954101562,56.70000076293945,112.91999816894531,116.1234359741211,47.83000183105469,111.99037170410156,52.7136116027832,24.81999969482422,120.28436279296875,59.861087799072266,51.41355514526367,56.622257232666016,171.18527221679688,14.041508674621582,22.733999252319336,295.6499938964844,154.268798828125,79.52333068847656,134.33729553222656,56.23242950439453,50.20071029663086,18.380380630493164,67.75248718261719,73.8443603515625,13.724401473999023
2020-01-09,191.94000244140625,51.18397903442383,77.33000183105469,73.36000061035156,401.510009765625,179.60000610351562,148.6699981689453,268.2593688964844,311.3900146484375,340.45001220703125,261.42999267578125,51.70000076293945,42.11772918701172,159.33901977539062,135.99000549316406,21.592248916625977,52.21980667114258,26.78191566467285,366.1000061035156,362.35601806640625,42.349998474121094,101.61000061035156,246.5,91.24687957763672,40.73810958862305,161.16000366210938,57.61901092529297,223.2899932861328,194.62615966796875,107.34298706054688,208.8800048828125,93.19000244140625,67.11463165283203,166.19305419921875,282.917236328125,59.603309631347656,31.59000015258789,82.06348419189453,269.4405212402344,111.04486846923828,56.70000076293945,111.95999908447266,117.52845764160156,48.970001220703125,111.99037170410156,53.00860595703125,24.860000610351562,121.05277252197266,60.51852035522461,51.89810562133789,56.41554260253906,173.49571228027344,14.083720207214355,22.895999908447266,299.30999755859375,156.19607543945312,80.02333068847656,135.5402069091797,56.51742172241211,51.122371673583984,18.652620315551758,67.73274993896484,75.41287994384766,13.646024703979492
2020-01-10,192.36000061035156,51.24985885620117,76.75,73.02999877929688,404.010009765625,180.1999969482422,148.4600067138672,268.6009216308594,310.2300109863281,339.80999755859375,260.79998779296875,51.8650016784668,41.94861602783203,158.0260467529297,135.14999389648438,21.40618324279785,52.01333236694336,26.684436798095703,365.54998779296875,362.59100341796875,42.099998474121094,100.36000061035156,246.27000427246094,91.5268783569336,40.923587799072266,159.38999938964844,57.17585372924805,223.0800018310547,196.05174255371094,107.3037338256836,209.1199951171875,93.52999877929688,66.7901382446289,163.8444061279297,279.5082092285156,59.122406005859375,30.670000076293945,82.38294982910156,263.2469482421875,111.44395446777344,56.5,113.41999816894531,116.33821868896484,48.16999816894531,110.05052947998047,52.686790466308594,24.579999923706055,121.48385620117188,60.84225082397461,52.138023376464844,55.7855224609375,171.6997833251953,13.978185653686523,22.86400032043457,298.8800048828125,155.47335815429688,79.29000091552734,135.91258239746094,56.22352600097656,50.71649932861328,18.77556610107422,67.0615463256836,75.58334350585938,13.471858024597168
2020-01-13,192.4499969482422,51.372222900390625,77.22000122070312,73.38999938964844,408.9200134277344,183.85000610351562,149.92999267578125,269.371826171875,309.6199951171875,345.6300048828125,264.04998779296875,52.787498474121094,42.696266174316406,161.39813232421875,136.1999969482422,21.74287223815918,52.39267349243164,26.941442489624023,369.8800048828125,366.2526550292969,42.77000045776367,101.80000305175781,248.5800018310547,91.38689422607422,41.831485748291016,160.92999267578125,57.66614532470703,228.55999755859375,197.8738250732422,107.23309326171875,211.75,94.68000030517578,68.107666015625,165.82374572753906,282.30950927734375,59.44942092895508,30.790000915527344,83.03097534179688,264.9712829589844,115.55535125732422,57.439998626708984,115.73999786376953,116.2934799194336,48.75,110.50531768798828,53.26782989501953,25.31999969482422,123.67664337158203,62.74979782104492,52.3167839050293,56.5533561706543,174.0684814453125,14.036227226257324,23.33799934387207,303.8500061035156,157.34280395507812,80.3066635131836,136.8577423095703,57.09632110595703,51.57051467895508,18.845823287963867,68.23615264892578,77.1981430053711,13.54152774810791
2020-01-14,191.11000061035156,51.65459442138672,77.97000122070312,72.61000061035156,402.7699890136719,182.1199951171875,148.19000244140625,266.093017578125,308.57000732421875,344.6300048828125,262.8699951171875,53.26250076293945,42.53606414794922,159.00839233398438,136.10000610351562,21.671987533569336,52.5799446105957,26.684436798095703,370.44000244140625,364.7938537597656,42.720001220703125,101.38999938964844,248.07000732421875,93.62676239013672,42.09507369995117,158.8699951171875,57.86415100097656,227.1699981689453,196.11782836914062,106.62077331542969,209.3699951171875,93.93000030517578,69.09088897705078,168.07762145996094,285.6046447753906,59.96879959106445,30.200000762939453,82.65675354003906,271.1297912597656,114.46947479248047,58.779998779296875,115.91000366210938,116.93782043457031,48.209999084472656,110.94154357910156,53.12480545043945,25.6200008392334,124.3606948852539,61.579368591308594,51.80400848388672,56.622257232666016,173.6995849609375,14.131211280822754,23.3439998626709,301.5,156.23463439941406,80.0,137.4401092529297,56.80241012573242,51.392940521240234,18.793128967285156,68.31511688232422,76.15571594238281,13.532817840576172
2020-01-15,190.7899932861328,51.5416374206543,79.16999816894531,71.94000244140625,403.8699951171875,181.05999755859375,147.91000366210938,266.40533447265625,311.30999755859375,342.94000244140625,264.2799987792969,53.34749984741211,42.731868743896484,161.09585571289062,136.1199951171875,21.68971061706543,52.20061111450195,26.294490814208984,375.010009765625,365.7043151855469,42.650001525878906,101.05999755859375,247.8000030517578,92.24549865722656,41.71433639526367,158.85000610351562,58.31672668457031,228.7100067138672,196.4305877685547,107.24880981445312,211.74000549316406,95.12000274658203,67.98968505859375,168.4943084716797,283.3065490722656,59.56483459472656,30.15999984741211,81.84442901611328,266.6956481933594,111.75949096679688,54.75,112.5,115.59545135498047,48.54999923706055,109.06669616699219,52.686790466308594,24.8799991607666,124.16393280029297,61.15353775024414,50.6091194152832,55.293331146240234,172.91326904296875,14.511138916015625,23.40999984741211,304.8699951171875,157.24644470214844,80.23332977294922,138.05113220214844,57.16756820678711,51.164642333984375,18.810691833496094,65.8079605102539,75.829345703125,13.489273071289062
